text,label_class,label,illness,area,hospital,doctor,category
伤口结巴了，变小了。可一年后伤口复发了，还流脓,临床表现(病症表现),4,伤口复发,nall,nall,nall,nall
顺产两个月了，恶露不尽，同房后又流鲜血，几天又没了，隔两天又有,临床表现(病症表现),4,nall,nall,nall,nall,nall
请问月经周期变成了10天是怎么回事？,临床表现(病症表现),4,nall,nall,nall,nall,nall
要知道癫痫发作那么办，首先要了解癫痫发病会有什么特征，癫痫病作为一种由于大脑异常放电引起的神经系统疾病，在生活中经常会发作。儿童的自我救助能力还不强，所以对于癫痫发作的处理往往都不到位，很容易发生危险。那么儿童癫痫发作应该怎么做才好?,临床表现(病症表现),4,癫痫,nall,nall,nall,nall
我就是每个月来大姨妈的时候不是感冒就是吃不下饭啊,临床表现(病症表现),4,感冒,nall,nall,nall,nall
打嗝对怀孕有副作用吗？,临床表现(病症表现),4,打嗝,nall,nall,nall,nall
请问脑疝症状是什么,临床表现(病症表现),4,脑疝,nall,nall,nall,nall
小便时感觉疼痛有点尿不尽的感觉前几天有过性行为,临床表现(病症表现),4,尿不尽,nall,nall,nall,nall
结婚一年多了一直没注意这几天发现阴道口感觉有颗粒状的东西是尖锐湿疣吗？,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
最近一段时间老是发烧，吃了退烧药也不行，而且有时候呼吸都变困难了，朋友们都说可能是急性心包炎，但是我想确诊一下。请问急性心包炎诊断方法是什么？,临床表现(病症表现),4,急性心包炎,nall,nall,nall,nall
怀孕六个月超声波检查胎儿左脑室稍增宽是脑积水吗,临床表现(病症表现),4,脑积水,nall,nall,nall,nall
您我想咨询下我奶奶今年78岁最近几天出现间歇性不自主脸颊吸合撮嘴持续几秒到分钟左右不等，我上网查询可能跟癫痫类似像肌阵挛，可肌阵挛又少见于老年人。我们镇上医院医生也不会处理只是打了点奥美拉挫黄芪和血塞通可没见什么效果，还给开了半片安定片我想咨询下这是不是神经引起是不是癫痫的一种需不需要转院谢谢医生,临床表现(病症表现),4,癫痫,nall,nall,nall,nall
请教一下扁桃体周围脓肿的症状是什么,临床表现(病症表现),4,扁桃体周围脓肿,nall,nall,nall,nall
你好，我家女儿4岁半了，老是容易咳嗽，一咳嗽就炎症高，炎症高了就容易呕吐，该怎么办呢？,临床表现(病症表现),4,咳嗽,nall,nall,nall,nall
肺癌会引起胃不舒服吗,临床表现(病症表现),4,肺癌,nall,nall,nall,nall
就诊发现患尖锐湿疣，已经两个月了，期间做了两次激光和两次光动力，患处是外阴道和尿道口，有鸡冠状和豆粒状,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
宝宝睡觉咳嗽呕吐了怎么办？,临床表现(病症表现),4,咳嗽,nall,nall,nall,nall
孩子肚皮上有红红点点的，越长越大，无症状要不要紧，婴儿肚皮有红红点点的是血管瘤吗？,临床表现(病症表现),4,血管瘤,nall,nall,nall,nall
请问白带多亮晶晶的粘粘的是怎么回事？,临床表现(病症表现),4,白带多,nall,nall,nall,nall
霉菌性阴道炎，白带糊状,临床表现(病症表现),4,霉菌性阴道炎,nall,nall,nall,nall
如何早期发现阑尾炎的症状？,临床表现(病症表现),4,阑尾炎,nall,nall,nall,nall
女26岁发病有俩年左右了现在主要症状是莫名其妙的担心未来还有自己和亲人的健康经常感到难受害怕有几次甚至有些忍受不了平时总是担心这个病心里总是有负担对日常生活影响比较大,临床表现(病症表现),4,nall,nall,nall,nall,nall
痰里有血，就是鼻子一吸然后咳出的痰里有血，结的时间越长颜色越深越多,临床表现(病症表现),4,痰里有血,nall,nall,nall,nall
分水岭区脑梗死怎么回事,临床表现(病症表现),4,脑梗死,nall,nall,nall,nall
癫痫伴发的精神障碍是什么病,临床表现(病症表现),4,精神障碍,nall,nall,nall,nall
平时很好，突然一下这样，从今天中午至现在，约有十二小时。,临床表现(病症表现),4,nall,nall,nall,nall,nall
这两天，心脏疼，每次只疼十几秒，是为什么,临床表现(病症表现),4,心脏疼,nall,nall,nall,nall
我用白醋涂抹了尖锐湿疣部分不变白反而会有疼痛，几个小时之后疣体变小变烂了，阴道里分泌物有恶臭味，会是尖锐湿疣吗,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
小孩先天性肛漏？刚出生的婴儿肛门上面有一个小小的洞。,临床表现(病症表现),4,先天性肛漏,nall,nall,nall,nall
肾结只有石疼痛应该怎只有么办,临床表现(病症表现),4,肾结石,nall,nall,nall,nall
今天突然腿痛，到医院检查是腰椎间盘左突。今年初开始，腰痛时常疼痛。请问，医生，我还能活吗。。。。,临床表现(病症表现),4,腰椎间盘左突,nall,nall,nall,nall
腰部脊椎两边肌肉痛是怎么了？怀孕6个月多了，感觉腰部脊椎两边疼痛不舒服。,临床表现(病症表现),4,腰部脊椎两边肌肉痛,nall,nall,nall,nall
慢性支气管炎症状及表现,临床表现(病症表现),4,慢性支气管炎,nall,nall,nall,nall
2型糖尿病的早期症状有哪些?,临床表现(病症表现),4,2型糖尿病,nall,nall,nall,nall
这个我也不确定是不是尖锐湿疣，我男朋友说是，治疗的话要花多少钱啊,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
青光眼的早期症状是什么？,临床表现(病症表现),4,青光眼,nall,nall,nall,nall
昨天发现小阴唇内侧有一个白色的粉刺一样的。扣掉之后是个小坑。也不疼。平常也会有痒的感觉但是不怎么频繁。请问是尖锐湿疣吗？,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
前几天我的下面就出现了些淡红色的疙瘩，摸的时候有些硬，表面也很湿润而且有臭味，患处抓过之后还会化脓，而且越长越多不受控制，我去看医生才知道是尖锐湿疣，现在想了解下平时要怎么预防尖锐湿疣。患上尖锐湿疣应该怎么办？,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
胶质性脑瘤有哪些症状？,临床表现(病症表现),4,胶质性脑瘤,nall,nall,nall,nall
左小手指长一个泡破了我用手挤出了很多浓水现在手臃肿小臂血管发红肉眼可见,临床表现(病症表现),4,nall,nall,nall,nall,nall
"我家孩子额头有2个小包块，去检查说是血管瘤，请问各位专家是吗,婴儿额头长两个很大的血管瘤咋治好？",临床表现(病症表现),4,血管瘤,nall,nall,nall,nall
过度紧张会恶心想吐吗,临床表现(病症表现),4,恶心,nall,nall,nall,nall
宝宝两个月便秘,临床表现(病症表现),4,便秘,nall,nall,nall,nall
龟头下方边缘有长了一排小疙瘩，触碰有点疼，不知道是不是尖锐湿疣。一直没有当回事，也不知道该如何问诊。,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
"幼儿癫痫病的病情症状跟成年人有什么不一样癫痫病是由大脑神经异常放电而导致的一类发作性、突然性、反复性、较短时间性脑神经系统功能紊乱的大脑病情。癫痫病的发作率很高,其中幼儿癫痫病发作率较高,约为1.5%3%,在出生后前3天是发作一高峰,第414天是第二高峰。在临床上,幼儿癫痫病病情症状有许多,而是呈现出各种各样的特点。随着幼儿癫痫病的类型差异、幼儿母猪疯病的发作类型差异等因素,而出现差别的幼儿母猪疯病情症状。幼儿母猪疯病情症状表现有些什么?",临床表现(病症表现),4,癫痫,nall,nall,nall,nall
大叶性肺炎体征是怎么的？,临床表现(病症表现),4,大叶性肺炎,nall,nall,nall,nall
我去年12月发现尖锐湿疣的，在医院用激光治疗三次了，这次感觉又复发了。,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
我朋友的父亲因为常年吸烟，导致了他的身体特别不好，特别是他的肺部，常年有痰，我问过医生医生说肯是支气管扩张，我想问支气管扩张每天都有痰吗？,临床表现(病症表现),4,支气管扩张病,nall,nall,nall,nall
30岁。经常嘴干舌头涩有时恶心,临床表现(病症表现),4,嘴干舌头涩,nall,nall,nall,nall
最近几个月身上老是出现一片大红点，有点痒，腿上，胳膊上，手上，肚皮上，背上都出现过，我感觉是对什么过敏了，但是我也不知道对什么东西过敏，以前都没出现过这种情况，谢谢啊！（男，20岁）,临床表现(病症表现),4,过敏,nall,nall,nall,nall
围绝经期功能失调性子宫出血表征是啥,临床表现(病症表现),4,围绝经期功能失调性子宫出血,nall,nall,nall,nall
二舅最近被查出患上了不稳定性心绞痛，妈妈跟我说二舅这两天都没什么精神，叫我去陪他说说话，我一百个愿意，二舅平时对我最好了，但我想了解一下这个病，请问，不稳定性心绞痛患者平时都有什么表现？,临床表现(病症表现),4,不稳定性心绞痛,nall,nall,nall,nall
青春豆反反复复半年，大概经过是先是以丘疹为主的，后面又是小脓包型，然后几天不咋长，最近长的都是硬节的，下颚有的黄豆大小，有的白白的，很小的脓包，还有很多疤，有个好了现在疤是凸出来的硬结，请问一下如何自己去除青春痘啊？,临床表现(病症表现),4,青春痘,nall,nall,nall,nall
爬上二楼心脏跳得特别厉害，感觉要掉下去的感觉，站不住，只能趴着，好一会才能好转,临床表现(病症表现),4,nall,nall,nall,nall,nall
你好医生，前些早上起床上厕所，发现是尿血，以前有过一次这样，吃了些消炎药和抗生药物，就好了，可最近我洒喝的多，烟也抽，而且最爱吃辛辣，这一次吃了药沒好转，而且上小便有点刺痛，芍烧，我该咋办？谢谢,临床表现(病症表现),4,尿血,nall,nall,nall,nall
"孩子尿床2-3次、基本便干2天脊椎裂、上半身及头部爱出汗、小便清长（尿量多）、智力稍差、反复（时续）要咳且轻微吐、有点易感冒、睡姿喜欢趴着睡或侧睡，小孩晚上基本上是2-3次尿床偶尔（只是下雨天）有4次尿床的习惯,尿清而长（洒出来的尿量多）。睡眠作息习惯准时（一般晚上21：00睡，早上6：30起床），晚上中途不叫不会自己醒来洒尿，睡的有一点点沉，睡姿喜欢趴着睡或侧睡。该怎么办啊？哈尔",临床表现(病症表现),4,nall,nall,nall,nall,nall
慢性支气管炎的症状有哪些？,临床表现(病症表现),4,慢性支气管炎,nall,nall,nall,nall
法洛四联症，肺动脉狭窄，,临床表现(病症表现),4,法洛四联症,nall,nall,nall,nall
肠炎会引起什么病症,临床表现(病症表现),4,肠炎,nall,nall,nall,nall
尿路感染有哪些常见症状？,临床表现(病症表现),4,尿路感染,nall,nall,nall,nall
反反复复，好了又来，医生说这可能是肺部毒素排不出来，然后从身体出来,临床表现(病症表现),4,肺部毒素排不出,nall,nall,nall,nall
泌尿系结石哟哪些症状表现,临床表现(病症表现),4,泌尿系结石,nall,nall,nall,nall
肛门口内侧长了菜花样的肉刺，是不是尖锐湿疣，用手指扣掉了两个，怎么治疗好?,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
孩子身上有一块白斑，不知道什么时候起的，没有去医院检查，请问曲靖夏季孩子身上的白斑会是白癜风吗？,临床表现(病症表现),4,白癜风,nall,nall,nall,nall
为什么生气时会手抖心慌？,临床表现(病症表现),4,手抖心慌,nall,nall,nall,nall
"做血管瘤疼不疼,长在我家孩子的手上的血管瘤，有凸起，红色的，珍珠大小，内蒙古婴儿长在手上的血管瘤咋治？",临床表现(病症表现),4,血管瘤,内蒙古,nall,nall,nall
是外伤引起的脑出血整个左半身大脑不会支配,临床表现(病症表现),4,脑出血,nall,nall,nall,nall
慢性支气管炎是什么症状,临床表现(病症表现),4,慢性支气管炎,nall,nall,nall,nall
早上起床手发麻怎么办每天早上都是这样躺着睡觉时候没有压到啊，是不是缺什么东西了,临床表现(病症表现),4,手发麻,nall,nall,nall,nall
"我孩子8个月大了，患有先天性毛细的血管瘤，先后在湖北、上海看病，没有治疗效果，今年血管瘤突出表面更加明显,内蒙古婴儿耳后的血管瘤危害很大不？",临床表现(病症表现),4,血管瘤,内蒙古,nall,nall,nall
孩子晚上不睡觉，闹腾，大便很干燥，这说明什么问题？,临床表现(病症表现),4,nall,nall,nall,nall,nall
医生您好我今年19岁今天下课走了一段时间后上下楼梯腿膝盖突然疼请问是怎么回事呢？,临床表现(病症表现),4,nall,nall,nall,nall,nall
平时消化功能正常，食欲也很好！但是就是每天肚子涨！饿的时候也是！已经三四天了！请问这是怎么回事？,临床表现(病症表现),4,肚子涨,nall,nall,nall,nall
小儿癫痫发作诱发失语综合征怎么诊断,临床表现(病症表现),4,癫痫,nall,nall,nall,nall
宝宝15天黄疸还没退,临床表现(病症表现),4,黄疸,nall,nall,nall,nall
肩膀周围胳膊疼手脖子疼有时候感觉背的一侧也痛，转动胳膊的时候还有响声,临床表现(病症表现),4,脖子疼,nall,nall,nall,nall
你好我家宝宝今年10岁，最近两周开始早晨起来就吐水，中午也吐，吃的饭不吐只有水，比超照的胃也没事，胸片也照了说肚子里面有气。,临床表现(病症表现),4,吐水,nall,nall,nall,nall
您好！我爸爸七年前得过肺结核！在前几天突然咳血，血液量大，有血块！现在住院，八天了也没查出结果，做CT说可能继发结核，还有右肺下叶支扩，主治医生在给查现在没结果！又要做支气管镜，我爸吃饱饭后咳血更多，是不是与胃，消化道有关？,临床表现(病症表现),4,肺结核,nall,nall,nall,nall
我是甘油三酯高788底在100高压150请问医生我该怎样自疗。（,临床表现(病症表现),4,甘油三酯高,nall,nall,nall,nall
早期喉癌常见的症状是什么,临床表现(病症表现),4,喉癌,nall,nall,nall,nall
宝宝有时候吐奶，用手感觉到宝宝呼吸时肺部有震音,临床表现(病症表现),4,吐奶,nall,nall,nall,nall
间质性肺炎是什么症状,临床表现(病症表现),4,间质性肺炎,nall,nall,nall,nall
太累睡不着，想睡一抖没法睡,临床表现(病症表现),4,nall,nall,nall,nall,nall
尖锐湿疣怎么治？已经看了两个月的医生了…,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
五个月的BB拉肚子,临床表现(病症表现),4,拉肚子,nall,nall,nall,nall
小腹正下方疼痛，很快就会疼遍整个小腹部，并且涨肚子，疼痛不敢触摸，怎么办,临床表现(病症表现),4,小腹正下方疼痛,nall,nall,nall,nall
我好几个月就觉得压抑，喘不过气，吃不下饭，天天哭，就莫名其妙的有时候也可能因为小事，想吃药，想zisha，曾经用玻璃划过手腕，有时候和别人说话都要深呼吸还会发抖，不想看见任何人甚至是家人,临床表现(病症表现),4,压抑,nall,nall,nall,nall
肛门上起俩个小包特别疼,临床表现(病症表现),4,nall,nall,nall,nall,nall
心胸汗出是怎么回事？,临床表现(病症表现),4,心胸汗出,nall,nall,nall,nall
睡完觉起来中间有一坨。两边就扁下去，只有洗完头才能恢复正常。,临床表现(病症表现),4,nall,nall,nall,nall,nall
肺纤维化的症状是什么?,临床表现(病症表现),4,肺纤维化,nall,nall,nall,nall
尿道口红肿有炎症,临床表现(病症表现),4,尿道口红肿,nall,nall,nall,nall
更年期高血压有什么症状？,临床表现(病症表现),4,更年期高血压,nall,nall,nall,nall
骨癌的症状都有哪些,临床表现(病症表现),4,骨癌,nall,nall,nall,nall
我想问问乳腺癌早期都有什么样的症状？,临床表现(病症表现),4,乳腺癌,nall,nall,nall,nall
大脚趾旁边的脚趾肿了，一碰就疼什么回事,临床表现(病症表现),4,脚趾肿,nall,nall,nall,nall
白癜风表面白白的，脖子上也起了，露外面真的一般特别难看,临床表现(病症表现),4,白癜风,nall,nall,nall,nall
阿米巴病肠穿孔的症状,临床表现(病症表现),4,阿米巴病肠穿孔,nall,nall,nall,nall
婴儿恶心干呕是怎么回事？,临床表现(病症表现),4,恶心干呕,nall,nall,nall,nall
热带型肺嗜酸性粒细胞肺炎现象有什么？,临床表现(病症表现),4,热带型肺嗜酸性粒细胞肺炎,nall,nall,nall,nall
对甲醛经常过敏，头痛，流鼻涕，嗓子氧，四肢无力？,临床表现(病症表现),4,头痛,nall,nall,nall,nall
左肺下叶少许感染抗生素治疗半月效果不好咳嗽痰多但是痰容易咳出来有时还胸痛,临床表现(病症表现),4,感染,nall,nall,nall,nall
我手上长出一块白色的斑点已）÷（１－经三个月时间了，最开始就是有点痒，用了些药水，治疗了一段时间，也没当回事，后来发现白斑还会长大，我就去医院检查了，医生说是白癜风。,临床表现(病症表现),4,白癜风,nall,nall,nall,nall
请教一下耳源性脑膜炎病症是啥,临床表现(病症表现),4,耳源性脑膜炎,nall,nall,nall,nall
"爷爷检查有高血压,医生开了硝苯地平缓释片,可是吃后头晕眼花,这要怎么办好呢?",临床表现(病症表现),4,高血压,nall,nall,nall,nall
膝盖往下不敢吃是怎么回事,临床表现(病症表现),4,nall,nall,nall,nall,nall
肝癌晚期死前的症状有什么,临床表现(病症表现),4,肝癌,nall,nall,nall,nall
脑出血有哪些症状?,临床表现(病症表现),4,脑出血,nall,nall,nall,nall
我26岁了，肺部有结节影,临床表现(病症表现),4,nall,nall,nall,nall,nall
便血4天，颜色鲜红，一年前有内痔，现在还有外痔，治疗后没再出血，现在只要上厕所就出血，应怎么办？,临床表现(病症表现),4,外痔,nall,nall,nall,nall
口腔癌常见初期症状有哪些？,临床表现(病症表现),4,口腔癌,nall,nall,nall,nall
肺部有肿块是什么病？,临床表现(病症表现),4,肺部有肿块,nall,nall,nall,nall
癫痫，以前发作时完全不知道，都要到医院了才有感觉，而且事后浑身酸疼，没力气。现在我发病自己有点儿感觉，发完后浑身也没那么疼了，这种症状是不是好转了,临床表现(病症表现),4,癫痫,nall,nall,nall,nall
我看到该药是具有治疗体型消瘦的作用的，就很想知道是不是可以用来改善我的不长肉的情况的。,临床表现(病症表现),4,体型消瘦,nall,nall,nall,nall
出现了严重的顽固疾病大家也都很害怕的，由于要是有问题朋友们也要谨慎的理解一下，由于在临床上出现了癫痫，为了可以尽快有效的了解清楚顽固疾病的详细状况。大家伙须要做好一些必要的癫痫的检查工作。那么，癫痫的检查相关知识点有些什么?,临床表现(病症表现),4,癫痫,nall,nall,nall,nall
"我服用了腰痛宁胶囊三盒了,为什么,还不敢走路整个腿都痛，为什么啊？",临床表现(病症表现),4,nall,nall,nall,nall,nall
如果尿道内有湿疣，一年多可能不染到外面吗？或者说一年多没有尿道堵塞感，可能吗？,临床表现(病症表现),4,湿疣,nall,nall,nall,nall
宝宝拉肚子好了又拉```,临床表现(病症表现),4,拉肚子,nall,nall,nall,nall
输卵管堵塞的症状一般情况都是有什么,临床表现(病症表现),4,输卵管堵塞,nall,nall,nall,nall
身上有脂肪瘤割掉了一些，但是发现手上又长了,临床表现(病症表现),4,脂肪瘤,nall,nall,nall,nall
宫颈粘连会反复有什么症状呢,临床表现(病症表现),4,宫颈粘连,nall,nall,nall,nall
请问这个尿常规正常吗,临床表现(病症表现),4,nall,nall,nall,nall,nall
你好，治疗焦虑症，请问，盐酸丁螺环酮片可以忽然停药吗？,临床表现(病症表现),4,焦虑症,nall,nall,nall,nall
手稍微用点力就会发抖怎么回事啊？生了孩子已经快3个月了，但是还是这样，好担心啊！,临床表现(病症表现),4,发抖,nall,nall,nall,nall
颅内血肿可以怎么诊断,临床表现(病症表现),4,颅内血肿,nall,nall,nall,nall
我想了解糖尿病会引起那些症状？,临床表现(病症表现),4,糖尿病,nall,nall,nall,nall
不射精症都有哪些症状表现,临床表现(病症表现),4,不射精症,nall,nall,nall,nall
心脏部位一直轻微痛是什么原因导致痛的,临床表现(病症表现),4,心脏痛,nall,nall,nall,nall
出现扁桃体发炎的小孩会有哪些症状,临床表现(病症表现),4,扁桃体发炎,nall,nall,nall,nall
小儿精索鞘膜积液危害？,临床表现(病症表现),4,小儿精索鞘膜积液,nall,nall,nall,nall
老人痛风会怎么如何呢？,临床表现(病症表现),4,痛风,nall,nall,nall,nall
交感神经链综合征怎么诊断,临床表现(病症表现),4,交感神经链综合征,nall,nall,nall,nall
这段时间小便完后又想去尿但是又只尿出几滴尿常规没问题,临床表现(病症表现),4,nall,nall,nall,nall,nall
女，47岁，二十年一直尿频尿不尽，做膀胱镜检查，说膀胱小，残留尿量大，该怎么办,临床表现(病症表现),4,尿频尿不尽,nall,nall,nall,nall
产后子宫下垂的症状是什么,临床表现(病症表现),4,子宫下垂,nall,nall,nall,nall
咽喉癌早期病症会是怎么样的呢,临床表现(病症表现),4,咽喉癌,nall,nall,nall,nall
你好，小便频繁，怎么办,临床表现(病症表现),4,小便频繁,nall,nall,nall,nall
糖尿病有哪些前期症状呢？,临床表现(病症表现),4,糖尿病,nall,nall,nall,nall
小孩癫痫有什么特征,临床表现(病症表现),4,小孩癫痫,nall,nall,nall,nall
两鬓太阳穴上方胀痛，这几天老是这样，我怀孕八个月了，这种是什么情况呢？,临床表现(病症表现),4,太阳穴上方胀痛,nall,nall,nall,nall
几天前心慌，过了几天又有心慌还有汗，做了心点图和彩超都无问题，请问是什么原因？,临床表现(病症表现),4,心慌,nall,nall,nall,nall
小孩今年4岁发生过车祸，头部受伤，医生说过有癫痫可能，这几天突然发现他有点失常，面色苍白，还冒冷汗，我担心噩梦要来了。,临床表现(病症表现),4,癫痫,nall,nall,nall,nall
血管瘤，长在孩子的鼻子的血管瘤，红色的有凸起，内蒙古婴儿在鼻子的血管瘤咋治？,临床表现(病症表现),4,血管瘤,内蒙古,nall,nall,nall
身体不舒服好几天了，刚开始的发热，怕冷而且还会冒虚汗，本以为只是小感冒就没有太在意。但是最近病情好像加重了，还会出现心疼，听人说可能是急性心肌梗塞。请问一下急性心肌梗塞的临床症状是什么？,临床表现(病症表现),4,急性心肌梗塞,nall,nall,nall,nall
小儿癫痫的早期症状是什么?任何疾病在初期发病的时候都不会出现明显的早期症状，小儿癫痫也是如此，但是只有了解小儿癫痫的早期症状才能及时抓住癫痫病的最佳治疗时机，这样看来了解小儿癫痫的早期症状显得至关重要，小儿癫痫的最佳治疗时机就是初期发病的时候,临床表现(病症表现),4,小儿癫痫,nall,nall,nall,nall
今天洗脸的时候发现脸上有一些白斑，面积不是很大，去医院医生说是白癜风,临床表现(病症表现),4,白癜风,nall,nall,nall,nall
手指被门夹了，学校同学闹的时候，整得，破了层皮，关节更发生时发紫，过了几个小时发红还有点轻微紫，问用什么能快速消肿，几天能好，能沾水吗？,临床表现(病症表现),4,nall,nall,nall,nall,nall
感冒咳嗽四五天退了烧还是精神不振吃了就吐但是不拉稀,临床表现(病症表现),4,感冒咳嗽,nall,nall,nall,nall
每天醒来肚子咕噜折腾，不舒服，不知道进行的治疗就是有什么的办法,临床表现(病症表现),4,肚子咕噜折腾,nall,nall,nall,nall
打扰问一下温抗体型自身免疫性溶血性贫血的症状是什么,临床表现(病症表现),4,温抗体型自身免疫性溶血性贫血,nall,nall,nall,nall
您好阴道毛滴虫病病症是啥,临床表现(病症表现),4,阴道毛滴虫病,nall,nall,nall,nall
我现在正在月经期，但两天前突然开始下体瘙痒还一直想上厕所，但每次都尿不多，这是怎么回事,临床表现(病症表现),4,下体瘙痒,nall,nall,nall,nall
我想请问一下，老是觉得小便后有尿不尽的感觉，盆腔位置,临床表现(病症表现),4,尿不尽,nall,nall,nall,nall
最近经常咳嗽，流鼻涕眼泪。,临床表现(病症表现),4,咳嗽,nall,nall,nall,nall
请问脚趾骨折吃肾骨片可以吗？男性，31岁，医生让买个烤电用，说是脚趾发白了，药没说吃啥啊？现在脚趾有个钢片固定,临床表现(病症表现),4,脚趾骨折,nall,nall,nall,nall
我的叔叔最近一段时间老是吃不下东西，恶心，呕吐，胸闷，气短，咳嗽，咳痰，咳痰的时候还会出现浓痰科学，支气管扩张复发的症状是什么？,临床表现(病症表现),4,支气管扩张病,nall,nall,nall,nall
我今天去医院拍CT，医生说我肺部异常，能问一下是啥病吗,临床表现(病症表现),4,肺部异常,nall,nall,nall,nall
医生你好，我爸前段时间摔到脊髓了，现在做完手术有两个多月了，现在是恢复期，最近他感觉就是胃热，吃完饭后胃里就想烧水那样热，请问这是什么现象？谢谢,临床表现(病症表现),4,胃热,nall,nall,nall,nall
多发腔隙性脑梗死为什么右手会抖动吗,临床表现(病症表现),4,多发腔隙性脑梗死,nall,nall,nall,nall
您好，我的阴道口下面长了几个像猴子一样的东西，不疼不痒。我想请问一下会是尖锐湿疣吗？,临床表现(病症表现),4,尖锐湿疣,nall,nall,nall,nall
左胸不舒服，可能是什么原因？,临床表现(病症表现),4,左胸不舒服,nall,nall,nall,nall
脑性瘫痪综合征可以怎么诊断,临床表现(病症表现),4,脑性瘫痪综合征,nall,nall,nall,nall
先是感冒，然后头痛，感冒好了还头痛，有高血压，CT显示无明显异常,临床表现(病症表现),4,高血压,nall,nall,nall,nall
癫痫会有些什么早期病情症状表现?癫痫属于慢性顽疾，因为在早期不能尽快的发现癫痫，所以很容易错过治疗癫痫的最合适时期，从而造成病情的严重性。那么，癫痫病会有些什么早期病情症状?,临床表现(病症表现),4,癫痫,nall,nall,nall,nall
病毒性脑炎，伴有抽搐，呼吸衰竭昏迷状态,临床表现(病症表现),4,病毒性脑炎,nall,nall,nall,nall
强迫症会产生幻觉吗,临床表现(病症表现),4,强迫症,nall,nall,nall,nall
不知道怎么就被确诊患了急性心肌梗塞，每天病症把我折磨的很痛苦，如果能够早些知道患病了，就可以提前治疗了，请问急性心肌梗塞最早突出症状是什么？,临床表现(病症表现),4,急性心肌梗塞,nall,nall,nall,nall
小儿鼻炎症状的表现是怎样的？,临床表现(病症表现),4,小儿鼻炎,nall,nall,nall,nall
两边腹痛腰痛是尿结石的症状吗,临床表现(病症表现),4,尿结石,nall,nall,nall,nall
请问阴道口痒还有豆腐渣分泌物怎么办？,临床表现(病症表现),4,阴道口痒,nall,nall,nall,nall
扩张型心肌病的症状是什么？,临床表现(病症表现),4,扩张型心肌病,nall,nall,nall,nall
我家宝贝5岁了，身体的体抗力一直不错，最近我送他去幼儿园，回来后我发现他有些发热，还说感觉呼气难受，咳嗽有痰，我在网上查感觉像是支气管炎。支气管炎都有哪些症状？,临床表现(病症表现),4,支气管炎,nall,nall,nall,nall
在上星期腰扭伤的涂了红花油也吃了止痛药之类的但现在还没有好后面还是有淤青血块之类的怎么办,临床表现(病症表现),4,腰扭伤,nall,nall,nall,nall
喉咙壁有痰，但是没有感冒什么的，有问题吗,临床表现(病症表现),4,喉咙壁有痰,nall,nall,nall,nall
神经性头痛一阵一阵的，还腹泻，扁桃体发炎，感觉上呼吸道感染了，咽口水都疼，但是没有咳嗽，没有流鼻涕，痰是黄色的,临床表现(病症表现),4,神经性头痛,nall,nall,nall,nall
患急性心包炎初期是只是偶尔有点胸口疼，也没有太重视，但是现在感觉胸口特别闷，有点呼吸困难了，朋友说可能是心包有积液了，请问急性心包炎有心包积液的表现是什么？,临床表现(病症表现),4,急性心包炎有心包积液,nall,nall,nall,nall
手指被酸伤现在怎么办,临床表现(病症表现),4,酸伤,nall,nall,nall,nall
尿黄怎么回事？,临床表现(病症表现),4,尿黄,nall,nall,nall,nall
外阴假性湿疣的病症都有哪些,临床表现(病症表现),4,外阴假性湿疣,nall,nall,nall,nall
最近一段时间，老是咳嗽，自己买了一些治咳嗽的药物，但是效果都是不明显，结果检查得了间质性肺炎，请问间质性肺炎的初期症状是什么？,临床表现(病症表现),4,间质性肺炎,nall,nall,nall,nall
死精症有哪些临床症状,临床表现(病症表现),4,死精症,nall,nall,nall,nall
您好！膝盖以下有点发肿，轻微疼痛，和糖尿病有没有关系？,临床表现(病症表现),4,糖尿病,nall,nall,nall,nall
阴茎短小，不足10厘米,临床表现(病症表现),4,阴茎短小,nall,nall,nall,nall
蹲下干一会活心疼站起来呆一会就好点了请问是什么情况,临床表现(病症表现),4,心疼,nall,nall,nall,nall
请问胃神经纤维瘤症状表现是什么,临床表现(病症表现),4,胃神经纤维瘤症状,nall,nall,nall,nall
不知道是过敏还是风疹，全身出现红色的东西，还很痒，有点发烧。,临床表现(病症表现),4,过敏,nall,nall,nall,nall
前五天左右感冒刚好，紧接着就是喉咙痛，只是左边痛，喝水都痛，去药店拿了两次消炎药吃完了，但总感觉一坐下或睡觉前总尿濒尿不尽？,临床表现(病症表现),4,尿濒尿不尽,nall,nall,nall,nall
鼻子痒痒的想打喷嚏流鼻涕,临床表现(病症表现),4,打喷嚏流鼻涕,nall,nall,nall,nall
